path	emotion	database	name
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_pad_angry.wav	anger	tess	OAF_pad_angry.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M28S24.wav	sadness	shemo	M28S24.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M45N03.wav	neutral	shemo	M45N03.wav
./datasets/cremad/AudioWAV/1067_IWW_HAP_XX.wav	happy	cremad	1067_IWW_HAP_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F23N02.wav	neutral	shemo	F23N02.wav
./datasets/ravdess-emotional-speech-audio/Actor_02/03-01-04-02-02-02-02.wav	sadness	ravdess	03-01-04-02-02-02-02.wav
./datasets/cremad/AudioWAV/1057_IWL_HAP_XX.wav	happy	cremad	1057_IWL_HAP_XX.wav
./datasets/cremad/AudioWAV/1053_IEO_HAP_LO.wav	happy	cremad	1053_IEO_HAP_LO.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F19N16.wav	neutral	shemo	F19N16.wav
./datasets/cremad/AudioWAV/1055_MTI_HAP_XX.wav	happy	cremad	1055_MTI_HAP_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_wire_sad.wav	sadness	tess	YAF_wire_sad.wav
./datasets/cremad/AudioWAV/1088_IWL_SAD_XX.wav	sadness	cremad	1088_IWL_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F09S08.wav	sadness	shemo	F09S08.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M28S14.wav	sadness	shemo	M28S14.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/15a04Nc.wav	neutral	emodb	15a04Nc.wav
./datasets/cremad/AudioWAV/1034_IEO_ANG_HI.wav	anger	cremad	1034_IEO_ANG_HI.wav
./datasets/cremad/AudioWAV/1054_WSI_SAD_XX.wav	sadness	cremad	1054_WSI_SAD_XX.wav
./datasets/cremad/AudioWAV/1018_TSI_SAD_XX.wav	sadness	cremad	1018_TSI_SAD_XX.wav
./datasets/cremad/AudioWAV/1044_IWL_HAP_XX.wav	happy	cremad	1044_IWL_HAP_XX.wav
./datasets/ravdess-emotional-speech-audio/Actor_11/03-01-04-02-01-01-11.wav	sadness	ravdess	03-01-04-02-01-01-11.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_join_angry.wav	anger	tess	YAF_join_angry.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_late_neutral.wav	neutral	tess	YAF_late_neutral.wav
./datasets/cremad/AudioWAV/1089_TSI_SAD_XX.wav	sadness	cremad	1089_TSI_SAD_XX.wav
./datasets/ravdess-emotional-speech-audio/Actor_22/03-01-03-01-02-02-22.wav	happy	ravdess	03-01-03-01-02-02-22.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_mouse_happy.wav	happy	tess	YAF_mouse_happy.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_lore_happy.wav	happy	tess	OAF_lore_happy.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M25A34.wav	anger	shemo	M25A34.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M25A17.wav	anger	shemo	M25A17.wav
./datasets/cremad/AudioWAV/1052_WSI_SAD_XX.wav	sadness	cremad	1052_WSI_SAD_XX.wav
./datasets/cremad/AudioWAV/1014_IWL_NEU_XX.wav	neutral	cremad	1014_IWL_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M02N17.wav	neutral	shemo	M02N17.wav
./datasets/cremad/AudioWAV/1033_IWW_HAP_XX.wav	happy	cremad	1033_IWW_HAP_XX.wav
./datasets/cremad/AudioWAV/1044_TAI_ANG_XX.wav	anger	cremad	1044_TAI_ANG_XX.wav
./datasets/cremad/AudioWAV/1042_TAI_ANG_XX.wav	anger	cremad	1042_TAI_ANG_XX.wav
./datasets/cremad/AudioWAV/1041_IWW_SAD_XX.wav	sadness	cremad	1041_IWW_SAD_XX.wav
./datasets/cremad/AudioWAV/1002_IWL_SAD_XX.wav	sadness	cremad	1002_IWL_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F04A06.wav	anger	shemo	F04A06.wav
./datasets/cremad/AudioWAV/1049_TAI_SAD_XX.wav	sadness	cremad	1049_TAI_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F07N01.wav	neutral	shemo	F07N01.wav
./datasets/cremad/AudioWAV/1027_IEO_ANG_LO.wav	anger	cremad	1027_IEO_ANG_LO.wav
./datasets/cremad/AudioWAV/1037_DFA_NEU_XX.wav	neutral	cremad	1037_DFA_NEU_XX.wav
./datasets/ravdess-emotional-speech-audio/Actor_20/03-01-04-01-01-02-20.wav	sadness	ravdess	03-01-04-01-01-02-20.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M03S16.wav	sadness	shemo	M03S16.wav
./datasets/cremad/AudioWAV/1075_WSI_ANG_XX.wav	anger	cremad	1075_WSI_ANG_XX.wav
./datasets/cremad/AudioWAV/1068_DFA_HAP_XX.wav	happy	cremad	1068_DFA_HAP_XX.wav
./datasets/savee-database/AudioData/JK/a12.wav	anger	savee	a12.wav
./datasets/cremad/AudioWAV/1007_DFA_ANG_XX.wav	anger	cremad	1007_DFA_ANG_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F12A02.wav	anger	shemo	F12A02.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M04A11.wav	anger	shemo	M04A11.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M12N70.wav	neutral	shemo	M12N70.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M02N10.wav	neutral	shemo	M02N10.wav
./datasets/cremad/AudioWAV/1002_WSI_HAP_XX.wav	happy	cremad	1002_WSI_HAP_XX.wav
./datasets/cremad/AudioWAV/1035_TAI_SAD_XX.wav	sadness	cremad	1035_TAI_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F22S10.wav	sadness	shemo	F22S10.wav
./datasets/cremad/AudioWAV/1009_DFA_NEU_XX.wav	neutral	cremad	1009_DFA_NEU_XX.wav
./datasets/cremad/AudioWAV/1037_MTI_ANG_XX.wav	anger	cremad	1037_MTI_ANG_XX.wav
./datasets/ravdess-emotional-speech-audio/Actor_14/03-01-05-01-01-02-14.wav	anger	ravdess	03-01-05-01-01-02-14.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M26A31.wav	anger	shemo	M26A31.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M27N34.wav	neutral	shemo	M27N34.wav
./datasets/savee-database/AudioData/JE/h06.wav	happy	savee	h06.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_read_happy.wav	happy	tess	YAF_read_happy.wav
./datasets/savee-database/AudioData/DC/a05.wav	anger	savee	a05.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M12N49.wav	neutral	shemo	M12N49.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_beg_angry.wav	anger	tess	OAF_beg_angry.wav
./datasets/cremad/AudioWAV/1036_ITS_HAP_XX.wav	happy	cremad	1036_ITS_HAP_XX.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/14b09Wa.wav	anger	emodb	14b09Wa.wav
./datasets/cremad/AudioWAV/1010_IEO_HAP_MD.wav	happy	cremad	1010_IEO_HAP_MD.wav
./datasets/cremad/AudioWAV/1017_IWL_ANG_XX.wav	anger	cremad	1017_IWL_ANG_XX.wav
./datasets/cremad/AudioWAV/1089_ITH_ANG_XX.wav	anger	cremad	1089_ITH_ANG_XX.wav
./datasets/cremad/AudioWAV/1001_TIE_ANG_XX.wav	anger	cremad	1001_TIE_ANG_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F07S06.wav	sadness	shemo	F07S06.wav
./datasets/cremad/AudioWAV/1052_TSI_HAP_XX.wav	happy	cremad	1052_TSI_HAP_XX.wav
./datasets/cremad/AudioWAV/1051_IWL_SAD_XX.wav	sadness	cremad	1051_IWL_SAD_XX.wav
./datasets/ravdess-emotional-speech-audio/Actor_11/03-01-03-01-01-01-11.wav	happy	ravdess	03-01-03-01-01-01-11.wav
./datasets/cremad/AudioWAV/1029_IWW_HAP_XX.wav	happy	cremad	1029_IWW_HAP_XX.wav
./datasets/cremad/AudioWAV/1077_IWW_NEU_XX.wav	neutral	cremad	1077_IWW_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M05A03.wav	anger	shemo	M05A03.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M47N20.wav	neutral	shemo	M47N20.wav
./datasets/cremad/AudioWAV/1038_IWL_SAD_XX.wav	sadness	cremad	1038_IWL_SAD_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_lose_angry.wav	anger	tess	OAF_lose_angry.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F21A30.wav	anger	shemo	F21A30.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M44N23.wav	neutral	shemo	M44N23.wav
./datasets/cremad/AudioWAV/1015_IEO_HAP_MD.wav	happy	cremad	1015_IEO_HAP_MD.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M12N73.wav	neutral	shemo	M12N73.wav
./datasets/cremad/AudioWAV/1002_TIE_ANG_XX.wav	anger	cremad	1002_TIE_ANG_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M03A40.wav	anger	shemo	M03A40.wav
./datasets/cremad/AudioWAV/1056_IOM_HAP_XX.wav	happy	cremad	1056_IOM_HAP_XX.wav
./datasets/cremad/AudioWAV/1089_IEO_HAP_MD.wav	happy	cremad	1089_IEO_HAP_MD.wav
./datasets/cremad/AudioWAV/1072_IEO_NEU_XX.wav	neutral	cremad	1072_IEO_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F07S11.wav	sadness	shemo	F07S11.wav
./datasets/cremad/AudioWAV/1071_DFA_ANG_XX.wav	anger	cremad	1071_DFA_ANG_XX.wav
./datasets/cremad/AudioWAV/1059_ITH_SAD_XX.wav	sadness	cremad	1059_ITH_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F21S13.wav	sadness	shemo	F21S13.wav
./datasets/cremad/AudioWAV/1022_ITH_SAD_XX.wav	sadness	cremad	1022_ITH_SAD_XX.wav
./datasets/cremad/AudioWAV/1071_IEO_SAD_MD.wav	sadness	cremad	1071_IEO_SAD_MD.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_pain_sad.wav	sadness	tess	OAF_pain_sad.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M49H01.wav	happy	shemo	M49H01.wav
./datasets/cremad/AudioWAV/1079_TAI_SAD_XX.wav	sadness	cremad	1079_TAI_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F01H01.wav	happy	shemo	F01H01.wav
./datasets/cremad/AudioWAV/1023_TSI_NEU_XX.wav	neutral	cremad	1023_TSI_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M53S02.wav	sadness	shemo	M53S02.wav
./datasets/cremad/AudioWAV/1063_TAI_SAD_XX.wav	sadness	cremad	1063_TAI_SAD_XX.wav
./datasets/cremad/AudioWAV/1029_TIE_SAD_XX.wav	sadness	cremad	1029_TIE_SAD_XX.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/12b01Wa.wav	anger	emodb	12b01Wa.wav
./datasets/ravdess-emotional-speech-audio/Actor_16/03-01-05-01-02-02-16.wav	anger	ravdess	03-01-05-01-02-02-16.wav
./datasets/cremad/AudioWAV/1015_MTI_ANG_XX.wav	anger	cremad	1015_MTI_ANG_XX.wav
./datasets/cremad/AudioWAV/1062_IOM_NEU_XX.wav	neutral	cremad	1062_IOM_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M37N07.wav	neutral	shemo	M37N07.wav
./datasets/cremad/AudioWAV/1050_ITH_HAP_XX.wav	happy	cremad	1050_ITH_HAP_XX.wav
./datasets/cremad/AudioWAV/1007_MTI_SAD_XX.wav	sadness	cremad	1007_MTI_SAD_XX.wav
./datasets/cremad/AudioWAV/1054_IEO_SAD_LO.wav	sadness	cremad	1054_IEO_SAD_LO.wav
./datasets/ravdess-emotional-speech-audio/Actor_17/03-01-04-02-01-02-17.wav	sadness	ravdess	03-01-04-02-01-02-17.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M16N03.wav	neutral	shemo	M16N03.wav
./datasets/cremad/AudioWAV/1084_TSI_SAD_XX.wav	sadness	cremad	1084_TSI_SAD_XX.wav
./datasets/cremad/AudioWAV/1041_ITS_SAD_XX.wav	sadness	cremad	1041_ITS_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M34A08.wav	anger	shemo	M34A08.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_shawl_neutral.wav	neutral	tess	OAF_shawl_neutral.wav
./datasets/ravdess-emotional-speech-audio/Actor_23/03-01-01-01-01-01-23.wav	neutral	ravdess	03-01-01-01-01-01-23.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M47A06.wav	anger	shemo	M47A06.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M40N24.wav	neutral	shemo	M40N24.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F21N18.wav	neutral	shemo	F21N18.wav
./datasets/cremad/AudioWAV/1030_IWW_HAP_XX.wav	happy	cremad	1030_IWW_HAP_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_pain_neutral.wav	neutral	tess	YAF_pain_neutral.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M44H08.wav	happy	shemo	M44H08.wav
./datasets/cremad/AudioWAV/1001_DFA_HAP_XX.wav	happy	cremad	1001_DFA_HAP_XX.wav
./datasets/cremad/AudioWAV/1004_IWW_SAD_XX.wav	sadness	cremad	1004_IWW_SAD_XX.wav
./datasets/cremad/AudioWAV/1021_ITH_NEU_XX.wav	neutral	cremad	1021_ITH_NEU_XX.wav
./datasets/cremad/AudioWAV/1036_IEO_HAP_MD.wav	happy	cremad	1036_IEO_HAP_MD.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M44N22.wav	neutral	shemo	M44N22.wav
./datasets/cremad/AudioWAV/1029_IEO_SAD_MD.wav	sadness	cremad	1029_IEO_SAD_MD.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_dead_sad.wav	sadness	tess	OAF_dead_sad.wav
./datasets/cremad/AudioWAV/1077_ITH_ANG_XX.wav	anger	cremad	1077_ITH_ANG_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M12N43.wav	neutral	shemo	M12N43.wav
./datasets/cremad/AudioWAV/1001_DFA_NEU_XX.wav	neutral	cremad	1001_DFA_NEU_XX.wav
./datasets/cremad/AudioWAV/1086_TAI_ANG_XX.wav	anger	cremad	1086_TAI_ANG_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_learn_neutral.wav	neutral	tess	YAF_learn_neutral.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M27N26.wav	neutral	shemo	M27N26.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_pearl_angry.wav	anger	tess	OAF_pearl_angry.wav
./datasets/ravdess-emotional-speech-audio/Actor_14/03-01-03-01-02-01-14.wav	happy	ravdess	03-01-03-01-02-01-14.wav
./datasets/ravdess-emotional-speech-audio/Actor_05/03-01-05-01-01-01-05.wav	anger	ravdess	03-01-05-01-01-01-05.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M29A03.wav	anger	shemo	M29A03.wav
./datasets/cremad/AudioWAV/1085_TIE_NEU_XX.wav	neutral	cremad	1085_TIE_NEU_XX.wav
./datasets/cremad/AudioWAV/1045_ITS_ANG_XX.wav	anger	cremad	1045_ITS_ANG_XX.wav
./datasets/cremad/AudioWAV/1036_TIE_SAD_XX.wav	sadness	cremad	1036_TIE_SAD_XX.wav
./datasets/cremad/AudioWAV/1032_WSI_SAD_XX.wav	sadness	cremad	1032_WSI_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M04N45.wav	neutral	shemo	M04N45.wav
./datasets/cremad/AudioWAV/1016_TIE_HAP_XX.wav	happy	cremad	1016_TIE_HAP_XX.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/13a05Wa.wav	anger	emodb	13a05Wa.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_book_happy.wav	happy	tess	OAF_book_happy.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/13a01Wb.wav	anger	emodb	13a01Wb.wav
./datasets/cremad/AudioWAV/1042_DFA_ANG_XX.wav	anger	cremad	1042_DFA_ANG_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F02S13.wav	sadness	shemo	F02S13.wav
./datasets/cremad/AudioWAV/1035_TSI_NEU_XX.wav	neutral	cremad	1035_TSI_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F09N05.wav	neutral	shemo	F09N05.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M50N02.wav	neutral	shemo	M50N02.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_rat_angry.wav	anger	tess	YAF_rat_angry.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_void_happy.wav	happy	tess	YAF_void_happy.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M03A13.wav	anger	shemo	M03A13.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M09A24.wav	anger	shemo	M09A24.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F19N34.wav	neutral	shemo	F19N34.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M25A05.wav	anger	shemo	M25A05.wav
./datasets/cremad/AudioWAV/1049_IOM_SAD_XX.wav	sadness	cremad	1049_IOM_SAD_XX.wav
./datasets/cremad/AudioWAV/1025_TSI_HAP_XX.wav	happy	cremad	1025_TSI_HAP_XX.wav
./datasets/cremad/AudioWAV/1049_IWL_HAP_XX.wav	happy	cremad	1049_IWL_HAP_XX.wav
./datasets/cremad/AudioWAV/1083_TSI_HAP_XX.wav	happy	cremad	1083_TSI_HAP_XX.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_kite_angry.wav	anger	tess	YAF_kite_angry.wav
./datasets/cremad/AudioWAV/1081_IOM_ANG_XX.wav	anger	cremad	1081_IOM_ANG_XX.wav
./datasets/cremad/AudioWAV/1022_ITS_SAD_XX.wav	sadness	cremad	1022_ITS_SAD_XX.wav
./datasets/cremad/AudioWAV/1019_DFA_NEU_XX.wav	neutral	cremad	1019_DFA_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M40N28.wav	neutral	shemo	M40N28.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M03S15.wav	sadness	shemo	M03S15.wav
./datasets/cremad/AudioWAV/1057_IWW_SAD_XX.wav	sadness	cremad	1057_IWW_SAD_XX.wav
./datasets/cremad/AudioWAV/1071_ITS_ANG_XX.wav	anger	cremad	1071_ITS_ANG_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M27N39.wav	neutral	shemo	M27N39.wav
./datasets/cremad/AudioWAV/1024_ITH_SAD_XX.wav	sadness	cremad	1024_ITH_SAD_XX.wav
./datasets/cremad/AudioWAV/1049_IWW_HAP_XX.wav	happy	cremad	1049_IWW_HAP_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M12A38.wav	anger	shemo	M12A38.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M53N11.wav	neutral	shemo	M53N11.wav
./datasets/cremad/AudioWAV/1001_WSI_ANG_XX.wav	anger	cremad	1001_WSI_ANG_XX.wav
./datasets/cremad/AudioWAV/1053_ITH_HAP_XX.wav	happy	cremad	1053_ITH_HAP_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M40N53.wav	neutral	shemo	M40N53.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M47A13.wav	anger	shemo	M47A13.wav
./datasets/ravdess-emotional-speech-audio/Actor_20/03-01-04-01-01-01-20.wav	sadness	ravdess	03-01-04-01-01-01-20.wav
./datasets/cremad/AudioWAV/1024_IEO_SAD_MD.wav	sadness	cremad	1024_IEO_SAD_MD.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F24N06.wav	neutral	shemo	F24N06.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M25N04.wav	neutral	shemo	M25N04.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M38N05.wav	neutral	shemo	M38N05.wav
./datasets/cremad/AudioWAV/1047_IEO_SAD_LO.wav	sadness	cremad	1047_IEO_SAD_LO.wav
./datasets/cremad/AudioWAV/1041_MTI_ANG_XX.wav	anger	cremad	1041_MTI_ANG_XX.wav
./datasets/cremad/AudioWAV/1048_TIE_NEU_XX.wav	neutral	cremad	1048_TIE_NEU_XX.wav
./datasets/cremad/AudioWAV/1085_ITS_HAP_XX.wav	happy	cremad	1085_ITS_HAP_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F30A04.wav	anger	shemo	F30A04.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_goose_angry.wav	anger	tess	YAF_goose_angry.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M43A04.wav	anger	shemo	M43A04.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M40N20.wav	neutral	shemo	M40N20.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M25A49.wav	anger	shemo	M25A49.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_mode_angry.wav	anger	tess	OAF_mode_angry.wav
./datasets/cremad/AudioWAV/1079_IEO_HAP_LO.wav	happy	cremad	1079_IEO_HAP_LO.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F21A43.wav	anger	shemo	F21A43.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/14a02Fd.wav	happy	emodb	14a02Fd.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/08b01Na.wav	neutral	emodb	08b01Na.wav
./datasets/cremad/AudioWAV/1001_TSI_ANG_XX.wav	anger	cremad	1001_TSI_ANG_XX.wav
./datasets/cremad/AudioWAV/1064_IWL_HAP_XX.wav	happy	cremad	1064_IWL_HAP_XX.wav
./datasets/cremad/AudioWAV/1003_DFA_HAP_XX.wav	happy	cremad	1003_DFA_HAP_XX.wav
./datasets/cremad/AudioWAV/1050_TSI_NEU_XX.wav	neutral	cremad	1050_TSI_NEU_XX.wav
./datasets/cremad/AudioWAV/1080_DFA_ANG_XX.wav	anger	cremad	1080_DFA_ANG_XX.wav
./datasets/berlin-database-of-emotional-speech-emodb/wav/15a04Fd.wav	happy	emodb	15a04Fd.wav
./datasets/cremad/AudioWAV/1037_IEO_HAP_HI.wav	happy	cremad	1037_IEO_HAP_HI.wav
./datasets/cremad/AudioWAV/1080_TIE_HAP_XX.wav	happy	cremad	1080_TIE_HAP_XX.wav
./datasets/cremad/AudioWAV/1015_IEO_NEU_XX.wav	neutral	cremad	1015_IEO_NEU_XX.wav
./datasets/cremad/AudioWAV/1083_DFA_SAD_XX.wav	sadness	cremad	1083_DFA_SAD_XX.wav
./datasets/ravdess-emotional-speech-audio/Actor_12/03-01-05-01-01-02-12.wav	anger	ravdess	03-01-05-01-01-02-12.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_kick_neutral.wav	neutral	tess	YAF_kick_neutral.wav
./datasets/cremad/AudioWAV/1062_TAI_SAD_XX.wav	sadness	cremad	1062_TAI_SAD_XX.wav
./datasets/cremad/AudioWAV/1057_IEO_NEU_XX.wav	neutral	cremad	1057_IEO_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F19N03.wav	neutral	shemo	F19N03.wav
./datasets/cremad/AudioWAV/1001_TSI_HAP_XX.wav	happy	cremad	1001_TSI_HAP_XX.wav
./datasets/cremad/AudioWAV/1063_TIE_NEU_XX.wav	neutral	cremad	1063_TIE_NEU_XX.wav
./datasets/cremad/AudioWAV/1057_IEO_SAD_MD.wav	sadness	cremad	1057_IEO_SAD_MD.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F10A36.wav	anger	shemo	F10A36.wav
./datasets/cremad/AudioWAV/1050_IEO_ANG_LO.wav	anger	cremad	1050_IEO_ANG_LO.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F03A01.wav	anger	shemo	F03A01.wav
./datasets/cremad/AudioWAV/1039_TIE_NEU_XX.wav	neutral	cremad	1039_TIE_NEU_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M02A10.wav	anger	shemo	M02A10.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M25S04.wav	sadness	shemo	M25S04.wav
./datasets/cremad/AudioWAV/1083_IEO_NEU_XX.wav	neutral	cremad	1083_IEO_NEU_XX.wav
./datasets/cremad/AudioWAV/1081_MTI_ANG_XX.wav	anger	cremad	1081_MTI_ANG_XX.wav
./datasets/ravdess-emotional-speech-audio/Actor_14/03-01-05-02-02-01-14.wav	anger	ravdess	03-01-05-02-02-01-14.wav
./datasets/cremad/AudioWAV/1015_TAI_NEU_XX.wav	neutral	cremad	1015_TAI_NEU_XX.wav
./datasets/cremad/AudioWAV/1050_TIE_SAD_XX.wav	sadness	cremad	1050_TIE_SAD_XX.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F21A18.wav	anger	shemo	F21A18.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_fail_happy.wav	happy	tess	YAF_fail_happy.wav
./datasets/cremad/AudioWAV/1061_TIE_HAP_XX.wav	happy	cremad	1061_TIE_HAP_XX.wav
./datasets/ravdess-emotional-speech-audio/Actor_02/03-01-05-01-02-01-02.wav	anger	ravdess	03-01-05-01-02-01-02.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F23A16.wav	anger	shemo	F23A16.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M53A10.wav	anger	shemo	M53A10.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_talk_sad.wav	sadness	tess	OAF_talk_sad.wav
./datasets/shemo-persian-speech-emotion-detection-database/male/M25A23.wav	anger	shemo	M25A23.wav
./datasets/cremad/AudioWAV/1027_IWW_HAP_XX.wav	happy	cremad	1027_IWW_HAP_XX.wav
./datasets/cremad/AudioWAV/1011_IEO_HAP_MD.wav	happy	cremad	1011_IEO_HAP_MD.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_kick_angry.wav	anger	tess	OAF_kick_angry.wav
./datasets/shemo-persian-speech-emotion-detection-database/female/F24S16.wav	sadness	shemo	F24S16.wav
./datasets/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_kick_happy.wav	happy	tess	OAF_kick_happy.wav
./datasets/cremad/AudioWAV/1064_ITH_NEU_XX.wav	neutral	cremad	1064_ITH_NEU_XX.wav
